TIPO ATO;ÓRGÃO;Nº;DATA ASSINATURA;EMENTA;DATA DOM;OBSERVAÇÃO;ASSUNTO;LINK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;13.983;27/05/2010;"Estabelece a criação da Página ""Transparência Pública"", no sítio eletrônico da Prefeitura de Belo Horizonte, disciplinando a divulgação de dados e informações relativas à execução orçamentária e financeira dos órgãos e entidades da Administração Direta e Indireta do Município, e outros conteúdos de natureza diversa, e dá outras providências.";28/05/2010;;CONTROLADORIA - ACESSO À INFORMAÇÃO - TRANSPARÊNCIA PÚBLICA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1033189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;13.984;27/05/2010;Define procedimentos para a gestão e atualização do Sistema de Informações Organizacionais do Município de Belo Horizonte - SIOM, no âmbito da Administração Direta e Indireta do Município e dá outras providências;28/05/2010;;SISTEMA - SIOM;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1033190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;;5.170;27/05/2010;"Designa representantes dos órgãos e entidades da Administração direta e indireta do Município para inserção de dados e informações relativas à execução orçamentária e financeira do Município e outros conteúdos de natureza diversa, para disponibilização na página ""transparência pública"", bem como para responder às manifestações provenientes do canal de interação ""Fale conosco"".";28/05/2010;;CONTROLADORIA - ACESSO À INFORMAÇÃO - TRANSPARÊNCIA PÚBLICA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1033192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;;5.171;31/05/2010;O Prefeito de Belo Horizonte, no exercício de suas atribuições , considerando o disposto no Projeto Sustentador Gestão Estratégica de Pessoas, integrante da Área de Resultado Modernidade, prevista no Anexo ùnico do Decreto nº 13.681 de 26/08/09, resolve: constituir comissão destinada a desenvolver e implantar o Programa de Bonificação por Cumprimento de Metas, Indicadores e Resultados da Administração Direta e Indireta do Município, com contratualização de resultados.;1º/06/2010;;PESSOAL - BONIFICAÇÃO POR CUMPRIMENTO DE METAS - BCMRI;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1033525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;13.987;02/06/2010;Dispõe sobre o funcionamento da Administração direta do município durante a participação da Seleção Brasileira de Futebol nos jogos da Copa do mundo FIFA de 2010;05/06/2010;;ESPORTES - COPA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1033802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;9.930;14/06/2010;Dispõe sobre a elaboração e a publicação de relatório sobre o Orçamento da Criança e do Adolescente, pela Administração Municipal;15/06/2010;;CONSELHO/FUNDO - CRIANÇA E ADOLESCENTE;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1035037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;;5.181;14/06/2010;Dispensar membro do CMDCA e designar novo membro;15/06/2010;;CONSELHO/FUNDO - ASSISTÊNCIA SOCIAL;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1035046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;12;16/06/2010;Altera a composição dos responsáveis pelo monitoramento do PPAG;16/06/2010;;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1035051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;9.959;20/07/2010;altera as leis n° 7.165/96-que institui o plano diretor do municipio d ebelo horizonte -e n° 7.166/96- que estabelece normas e condições para parcelamento, ocupação e uso do solo urbano no municipio-, estabelece normas e condições para a urbanização e a regularizaçao fundiaria das Zonas de especial interesse Social, dispõe sobre parcelamento, ocupoação e uso do solo nas Areas de Especial interesse social, e dá outras providências ;21/07/2010;;POLÍTICA URBANA - PLANO DIRETOR;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1038018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;16;22/07/2010;Altera a composição dos responsáveis pelo monitoramento do PPAG;24/07/2010;;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1038220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;9.963;25/08/2010;Dispõe sobre as diretrizes para a elaboração da Lei do Orçamento Anual - LOA de 2011 e dá outras providencias;26/08/2010;2011;ORÇAMENTO - LDO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1041999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESOLUÇÃO CMDCA/BH;;69;15/09/2009;Dispõe sobre propostas a serem incluídas no Plano Plurianual de Ação Governamental, para os exercícios de 2010 a 2013;30/10/2010;;CONSELHO/FUNDO - ASSISTÊNCIA SOCIAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI;;9.985;22/11/2010;Concede reajustes remuneratórios aos servidores e empregados públicos da Administração Direta e Indireta do Poder Executivo e dá outras providências;22/11/2010;;PESSOAL - REAJUSTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;20;1°/12/2010;Altera a composição dos responsáveis pelo monitoramento do PPAG;04/12/2010;;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1048335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI ;;10.061;29/12/2010;Estima a receita e fixa a despesa do Município para o exercício financeiro de 2011;31/12/2010;;ORÇAMENTO - LOA - ESTIMA RECEITA E FIXA  DESPESA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1050096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;3;24/01/2011;Estabelece os procedimentos, os responsáveis e a periodicidade para registro de informações, relacionadas com o desempenho das metas físicas finalísticas, do Plano Plurianual de Ação Governamental - PPAG, no Sistema Orçamentário e Financeiro - SOF, no exercício de 2011.;27/01/2011;Ver retificação DOM 09/04/2011 E 19/05/2011, 06/07 E 22/07;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1051496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.254;13/01/2011;Atualiza os componentes das receitas e despesas dos orçamentos aprovados para o exercício de 2011;14/01/2011;;ORÇAMENTO - ESTIMA RECEITA E FIXA  DESPESA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1050833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEI ;;10.101;14/01/2011;Altera a Lei nº 9.011/05 e dá outras providências.;15/01/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1050918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.270;01/02/2011;"Institui o Programa de Atenção Especial à Saúde do Servidor; regulamenta a Assistência à Saúde aos servidores e empregados públicos ativos, integrantes do quadro de pessoal dos órgãos da administração direta e das entidades autárquicas e fundacionais da Administração indireta do Poder Executivo, e aos servidores inativos e pensionistas vinculados ao Regime Próprio de Previdência Social do Município; e altera o Decreto nº 12.263/05.";02/02/2011;;PESSOAL - SAÚDE DO SERVIDOR;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1051849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.274;18/02/2011;Altera o Decreto nº 12.004/05.;19/02/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO ;;14.275;18/02/2011;Revoga dispositivos do Decreto nº 11.986/05 e dá outras providências;19/02/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.276;18/02/2011;"Altera o Decreto nº 12.639/07 que ""Dispõe sobre a alocação, a denominação e as atribuições dos órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração do Executivo, na Secretaria Municipal de Segurança Urbana e Patrimonial e dá outas providências";19/02/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.277;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Muncipal de Obras e Infraestrutura;19/02/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.278;18/02/2011;Dispõe sobre a alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Municipal de Serviços Urbanos;19/02/2011;Ver retificação - Decreto nº 14.383 DOM de 20/04/2011e 14.395 DOM de 30/04/2011 e 14.546 DOM de 24/08/2011;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.279;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Muncipal de Desenvolvimento;19/02/2011;Ver retificação - Decreto nº 14.433 DOM de 28/05/2011;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.280;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Municipal de Planejamento, Orçamento e Informação e dá outras providências.;19/02/2011;Ver retificação - Decreto nº 14.446 DOM de 10/06/2011 e Dec. 14.523 de 11/08/2011, e Dec. 14.620 DOM de 03/11/2011 e Dec. 14.716 Dom de 15/12/2011, Dec. 14.832 DOM de 07/02/2012 - Ver retificação DOM de 02/06/2012;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.281;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Muncipal de Governo e dá outras providências.;19/02/2011;Ver retificação - Decreto nº 14.372 DOM de 14/04/2011 e 14.462 DOM de 21/06/2011 e 14.516 DOM de 02/08/2011, e Dec. 14.776 de DOM 30/12/2011;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.282;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Secretaria Muncipal de Assuntos Institucionais.;19/02/2011;Ver retificação DOM 30/12/2011 Dec. 14.778;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.283;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, na Coordenação Executiva do Programa BH Metas e Resultados.;19/02/2011;;ESTRUTURA;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.284;18/02/2011;Dispõe sobre alocação, denominação e atribuições de órgãos de terceiro grau hierárquico e respectivos subníveis da estrutura organizacional da Administração Direta do Executivo, no Gabinete do Prefeito.;19/02/2011;Ver retificação - Decreto nº 14.423 DOM de 19/05/2011;ORÇAMENTO - MONITORAMENTO;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1052952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DECRETO;;14.277;22/02/2011;No art. 23 do Decreto nº 14.277, de 18 de fevereiro de 2011, publicado no “DOM” nº 3.771, de 19 de fevereiro de 2011,;22/02/2011;;;http://portal6.pbh.gov.br/dom/iniciaEdicao.do?method=DetalheArtigo&pk=1053047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PORTARIA;SMPL;8;05/04/2011;Altera a composição dos responsáveis pelo monitoramento do PPAG;09/04/2011;;ORÇAMENTO - MONITORAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
